NUTS3,UKK23,Somerset,5910,5910,6279,6579,6769,7095,7570,8043,8601,9121,9385,9568,9278,9551,9699,9953,10263,10892,11148
NUTS2,UKK3,Cornwall and Isles of Scilly,5349,5463,5445,5920,6124,6687,7611,7556,7982,8777,8785,8897,8812,8776,8908,9460,9487,9519,9911
NUTS3,UKK30,Cornwall and Isles of Scilly,5349,5463,5445,5920,6124,6687,7611,7556,7982,8777,8785,8897,8812,8776,8908,9460,9487,9519,9911
NUTS2,UKK4,Devon,12263,12419,13038,13644,14431,15482,16523,17851,18531,19452,19951,20206,19971,20688,20400,20997,22162,22743,23122
NUTS3,UKK41,Plymouth,2984,3036,3093,3296,3417,3545,3709,3976,4136,4358,4542,4469,4311,4503,4586,4852,5067,5149,5192
NUTS3,UKK42,Torbay,1439,1424,1421,1457,1492,1504,1659,1826,1867,1951,1955,1995,1869,1949,1926,1985,2040,2090,2081
NUTS3,UKK43,Devon CC,7840,7960,8524,8891,9522,10433,11155,12050,12528,13144,13453,13743,13790,14236,13889,14159,15055,15504,15850
NUTS1,UKL,Wales,30596,31169,32107,33708,34289,36115,39055,42195,44344,46845,48609,48261,47550,47726,49808,51523,53178,54164,55788
NUTS2,UKL1,West Wales and The Valleys,17274,17470,17803,18496,18626,19869,21207,23128,24543,25991,26720,26888,26465,26597,27744,28912,29757,30510,31327
NUTS3,UKL11,Isle of Anglesey,523,502,524,567,607,623,673,766,799,834,863,888,867,827,862,929,911,929,938
NUTS3,UKL12,Gwynedd,1270,1254,1244,1264,1315,1509,1654,1723,1856,2000,2029,2063,1975,1905,2027,2191,2252,2227,2317
